174901.00000000,1749.04900000,58.00000000, 
174902.00000000,1749.12800000,62.60000000, 
174903.00000000,1749.21000000,70.00000000, 
174904.00000000,1749.29200000,55.70000000, 
174905.00000000,1749.37700000,85.00000000, 
174906.00000000,1749.45900000,83.50000000, 
174907.00000000,1749.54400000,94.80000000,81.60000000
174908.00000000,1749.62900000,66.30000000,82.80000000
174909.00000000,1749.71100000,75.90000000,84.10000000
174910.00000000,1749.79600000,75.50000000,86.30000000
174911.00000000,1749.87800000,158.60000000,87.80000000
174912.00000000,1749.96300000,85.20000000,88.70000000
175001.00000000,1750.04800000,73.30000000,89.00000000
175002.00000000,1750.12700000,75.90000000,90.20000000
175003.00000000,1750.20900000,89.20000000,92.30000000
175004.00000000,1750.29200000,88.30000000,92.60000000
175005.00000000,1750.37600000,90.00000000,88.20000000
175006.00000000,1750.45900000,100.00000000,83.80000000
175007.00000000,1750.54300000,85.40000000,83.30000000
175008.00000000,1750.62800000,103.00000000,81.80000000
175009.00000000,1750.71000000,91.20000000,78.60000000
175010.00000000,1750.79500000,65.70000000,75.40000000
175011.00000000,1750.87700000,63.30000000,72.90000000
175012.00000000,1750.96200000,75.40000000,69.60000000
175101.00000000,1751.04700000,70.00000000,66.80000000
175102.00000000,1751.12700000,43.50000000,64.20000000
175103.00000000,1751.20900000,45.30000000,59.50000000
175104.00000000,1751.29100000,56.40000000,54.90000000
175105.00000000,1751.37600000,60.70000000,51.70000000
175106.00000000,1751.45800000,50.70000000,49.00000000
175107.00000000,1751.54300000,66.30000000,46.20000000
175108.00000000,1751.62800000,59.80000000,45.00000000
175109.00000000,1751.71000000,23.50000000,46.40000000
175110.00000000,1751.79500000,23.20000000,47.50000000
175111.00000000,1751.87700000,28.50000000,47.60000000
175112.00000000,1751.96200000,44.00000000,47.10000000
175201.00000000,1752.04700000,35.00000000,47.20000000
175202.00000000,1752.12900000,50.00000000,46.40000000
175203.00000000,1752.21100000,71.00000000,45.30000000
175204.00000000,1752.29300000,59.30000000,46.40000000
175205.00000000,1752.37800000,59.70000000,47.80000000
175206.00000000,1752.46000000,39.60000000,48.00000000
175207.00000000,1752.54500000,78.40000000,48.20000000
175208.00000000,1752.63000000,29.30000000,47.80000000
175209.00000000,1752.71200000,27.10000000,46.00000000
175210.00000000,1752.79700000,46.60000000,44.10000000
175211.00000000,1752.87900000,37.60000000,42.20000000
175212.00000000,1752.96400000,40.00000000,40.90000000
175301.00000000,1753.04900000,44.00000000,38.20000000
175302.00000000,1753.12800000,32.00000000,36.20000000
175303.00000000,1753.21000000,45.70000000,36.70000000
175304.00000000,1753.29200000,38.00000000,35.80000000
175305.00000000,1753.37700000,36.00000000,34.20000000
175306.00000000,1753.45900000,31.70000000,32.10000000
175307.00000000,1753.54400000,22.00000000,28.80000000
175308.00000000,1753.62900000,39.00000000,25.80000000
175309.00000000,1753.71100000,28.00000000,22.80000000
175310.00000000,1753.79600000,25.00000000,19.90000000
175311.00000000,1753.87800000,20.00000000,18.30000000
175312.00000000,1753.96300000,6.70000000,17.40000000
175401.00000000,1754.04800000,0.00000000,17.10000000
175402.00000000,1754.12700000,3.00000000,15.80000000
175403.00000000,1754.20900000,1.70000000,13.90000000
175404.00000000,1754.29200000,13.70000000,13.00000000
175405.00000000,1754.37600000,20.70000000,12.70000000
175406.00000000,1754.45900000,26.70000000,12.30000000
175407.00000000,1754.54300000,18.80000000,12.60000000
175408.00000000,1754.62800000,12.30000000,13.40000000
175409.00000000,1754.71000000,8.20000000,14.00000000
175410.00000000,1754.79500000,24.10000000,13.90000000
175411.00000000,1754.87700000,13.20000000,12.70000000
175412.00000000,1754.96200000,4.20000000,10.70000000
175501.00000000,1755.04700000,10.20000000,9.20000000
175502.00000000,1755.12700000,11.20000000,8.40000000
175503.00000000,1755.20900000,6.80000000,8.40000000
175504.00000000,1755.29100000,6.50000000,8.80000000
175505.00000000,1755.37600000,0.00000000,8.50000000
175506.00000000,1755.45800000,0.00000000,8.90000000
175507.00000000,1755.54300000,8.60000000,9.70000000
175508.00000000,1755.62800000,3.20000000,9.60000000
175509.00000000,1755.71000000,17.80000000,9.40000000
175510.00000000,1755.79500000,23.70000000,9.40000000
175511.00000000,1755.87700000,6.80000000,10.10000000
175512.00000000,1755.96200000,20.00000000,11.10000000
175601.00000000,1756.04700000,12.50000000,11.40000000
175602.00000000,1756.12900000,7.10000000,11.40000000
175603.00000000,1756.21100000,5.40000000,11.30000000
175604.00000000,1756.29300000,9.40000000,10.60000000
175605.00000000,1756.37800000,12.50000000,10.70000000
175606.00000000,1756.46000000,12.90000000,10.60000000
175607.00000000,1756.54500000,3.60000000,10.30000000
175608.00000000,1756.63000000,6.40000000,10.90000000
